City,CurrTemp,WindSpeed,Humidity
Carlsbad,21°C / 69.8°F,4 mph,85%
Charleston,27.3°C / 81.2°F,9 mph,83%
Chelsea,18°C / 64.4°F,15 mph,57%
Cherry,27.1°C / 80.8°F,10 mph,86%
Chesapeake,26.5°C / 79.7°F,12 mph,72%
Chicago,19.2°C / 66.5°F,11 mph,83%
Chula,21.2°C / 70.1°F,8 mph,80%
Clearwater,30.1°C / 86.2°F,9 mph,89%
Clearwater,30.1°C / 86.2°F,10 mph,72%
Cleveland,20.6°C / 69.1°F,13 mph,94%
Cocoa,28.7°C / 83.6°F,7 mph,82%
Coconut,29.8°C / 85.6°F,2 mph,86%
Coney,21°C / 69.8°F,10 mph,67%
Coral,29.8°C / 85.6°F,6 mph,84%
Coronado,21.3°C / 70.4°F,7 mph,91%
Corpus,29.7°C / 85.5°F,17 mph,56%
Cutler,30°C / 86°F,10 mph,69%
Dana,19.6°C / 67.3°F,1 mph,98%
Dania,29.4°C / 84.9°F,9 mph,82%
Daytona,28.4°C / 83.1°F,14 mph,73%
Deerfield,29.2°C / 84.6°F,11 mph,85%
Delray,29.2°C / 84.5°F,8 mph,85%
Des,10.7°C / 51.3°F,6 mph,68%
Detroit,20.7°C / 69.3°F,11 mph,80%
Dundalk,23.7°C / 74.6°F,5 mph,75%
Dunedin,30.1°C / 86.2°F,11 mph,73%
East,20.9°C / 69.7°F,11 mph,78%
East,20°C / 68°F,8 mph,88%
East,29.2°C / 84.5°F,8 mph,78%
East,20.1°C / 68.1°F,6 mph,90%
Encinitas,21.2°C / 70.2°F,10 mph,79%
Erie,20.6°C / 69.1°F,3 mph,94%
Essex,25.1°C / 77.1°F,5 mph,75%
Everett,10.7°C / 51.3°F,5 mph,63%
Fairhaven,19.6°C / 67.3°F,12 mph,86%
Fall,19.8°C / 67.7°F,16 mph,63%
Fort,29.3°C / 84.8°F,13 mph,67%
Fort,28.4°C / 83.1°F,2 mph,78%
Fort,28.9°C / 84°F,5 mph,78%
Fremont,12.3°C / 54.1°F,6 mph,52%
Galveston,30.6°C / 87°F,7 mph,70%
Gautier,29.9°C / 85.8°F,6 mph,90%
Gloucester,17.4°C / 63.4°F,7 mph,60%
Green,13.1°C / 55.5°F,5 mph,56%
Gulfport,30.2°C / 86.3°F,3 mph,80%
Hallandale,29.4°C / 84.9°F,9 mph,79%
Hampton,27.3°C / 81.2°F,7 mph,95%
Hercules,12.1°C / 53.7°F,7 mph,66%
Hilo,25.8°C / 78.5°F,6 mph,90%
Hilton,28.7°C / 83.6°F,5 mph,83%
Hoboken,21.9°C / 71.5°F,5 mph,79%
Hollywood,29.4°C / 84.9°F,9 mph,79%
Homestead,30.4°C / 86.8°F,5 mph,85%
Honolulu,26°C / 78.8°F,16 mph,82%
Huntington,19°C / 66.2°F,3 mph,88%
Iona,30.3°C / 86.5°F,2 mph,86%
Isla,16.2°C / 61.2°F,6 mph,63%
Islip,19.9°C / 67.8°F,9 mph,84%
Jacksonville,28.7°C / 83.6°F,15 mph,91%
Jacksonville,28.6°C / 83.5°F,17 mph,80%
Jamaica,20.7°C / 69.3°F,9 mph,62%
Jersey,21.9°C / 71.5°F,9 mph,64%
Juneau,10.9°C / 51.6°F,14 mph,98%
Jupiter,28.8°C / 83.8°F,5 mph,69%
Kahului,25.7°C / 78.3°F,32 mph,63%
Kailua,25.7°C / 78.2°F,10 mph,87%
Kāne‘ohe,25.8°C / 78.4°F,9 mph,76%
Kenosha,17.8°C / 64.1°F,10 mph,92%
Key,29.1°C / 84.3°F,13 mph,66%
Kīhei,25.7°C / 78.3°F,32 mph,63%
La,21.3°C / 70.4°F,5 mph,81%
Laguna,19.3°C / 66.8°F,4 mph,88%
Lake,29.1°C / 84.4°F,9 mph,85%
Long,19.7°C / 67.5°F,9 mph,57%
Long,18.7°C / 65.6°F,10 mph,78%
Long,20.2°C / 68.3°F,7 mph,74%
Longview,12.7°C / 54.9°F,4 mph,80%
Lynn,17.8°C / 64.1°F,7 mph,84%
Lynn,29.4°C / 85°F,6 mph,82%
Mamaroneck,21.3°C / 70.4°F,3 mph,71%
Manhattan,21.8°C / 71.2°F,8 mph,74%
Manhattan,18.3°C / 65°F,16 mph,76%
Manitowoc,14.6°C / 58.2°F,4 mph,65%
Marblehead,17.7°C / 63.8°F,15 mph,58%
Melbourne,28.5°C / 83.3°F,10 mph,90%
Miami,29.6°C / 85.3°F,6 mph,88%
Milford,19.6°C / 67.2°F,5 mph,84%
Milwaukee,16.7°C / 62°F,10 mph,75%
Mobile,30.6°C / 87°F,5 mph,61%
Monroe,22.4°C / 72.4°F,0 mph,95%
Monterey,12.7°C / 54.8°F,11 mph,83%
Mount,19.6°C / 67.2°F,8 mph,86%
Mukilteo,10.7°C / 51.2°F,3 mph,74%
Myrtle,27.2°C / 81°F,0 mph,89%
Naples,30.2°C / 86.3°F,11 mph,61%
New,19.6°C / 67.2°F,12 mph,84%
New,19.6°C / 67.2°F,3 mph,83%
New,19.7°C / 67.5°F,0 mph,81%
New,22°C / 71.6°F,7 mph,86%
Newark,21.6°C / 70.8°F,3 mph,78%
Newport,19.8°C / 67.6°F,3 mph,79%
Newport,27.5°C / 81.5°F,13 mph,62%
Niagara,19.6°C / 67.2°F,10 mph,48%
Norfolk,26.5°C / 79.7°F,14 mph,66%
North,30.3°C / 86.5°F,9 mph,83%
Oak,10.5°C / 50.9°F,9 mph,67%
Oakland,12.4°C / 54.3°F,14 mph,73%
Oceanside,20.9°C / 69.6°F,9 mph,83%
Ormond,28.4°C / 83.1°F,9 mph,72%
Oswego,18.2°C / 64.8°F,0 mph,70%
Oxnard,17.4°C / 63.3°F,20 mph,75%
Oxnard,17.4°C / 63.3°F,10 mph,69%
Pacific,12.7°C / 54.9°F,4 mph,84%
Palm,28.4°C / 83.1°F,7 mph,90%
Palm,28.4°C / 83.2°F,8 mph,81%
Palm,30.1°C / 86.2°F,6 mph,78%
Pascagoula,29.8°C / 85.7°F,3 mph,81%
Pearl,26°C / 78.8°F,17 mph,65%
Pensacola,29.2°C / 84.5°F,9 mph,69%
Perth,20.9°C / 69.6°F,3 mph,81%
Philadelphia,23.3°C / 73.9°F,6 mph,63%
Pinole,12.1°C / 53.7°F,7 mph,66%
Pleasantville,21.7°C / 71.1°F,9 mph,84%
Pompano,29.3°C / 84.7°F,11 mph,82%
Port,11°C / 51.8°F,15 mph,78%
Port,17.5°C / 63.5°F,8 mph,64%
Port,16.7°C / 62.1°F,9 mph,79%
Port,28.5°C / 83.3°F,5 mph,65%
Port,21.3°C / 70.3°F,3 mph,61%
Portland,16.2°C / 61.1°F,8 mph,83%
Portsmouth,26.5°C / 79.7°F,14 mph,73%
Providence,20.1°C / 68.2°F,5 mph,68%
Rancho,18.4°C / 65.2°F,8 mph,71%
Redondo,18.4°C / 65.1°F,10 mph,80%
Redwood,12.3°C / 54.2°F,15 mph,65%
Richmond,12.1°C / 53.8°F,7 mph,71%
Riviera,29°C / 84.2°F,8 mph,85%
Rochester,17.9°C / 64.3°F,8 mph,63%
Rockledge,28.7°C / 83.7°F,7 mph,82%
Rocky,20.7°C / 69.3°F,11 mph,95%
Ruskin,30.8°C / 87.4°F,1 mph,94%
Safety,30.3°C / 86.6°F,1 mph,80%
Saint,19.6°C / 67.2°F,8 mph,85%
Saint,30.2°C / 86.4°F,9 mph,72%
Salem,17.7°C / 63.8°F,6 mph,65%
San,19.9°C / 67.8°F,7 mph,90%
San,21.3°C / 70.3°F,4 mph,95%
San,12.6°C / 54.6°F,10 mph,88%
Santa,16.6°C / 61.8°F,6 mph,73%
Santa,12.8°C / 55.1°F,7 mph,58%
Sarasota,30°C / 86°F,11 mph,64%
Seal,18.7°C / 65.7°F,10 mph,78%
Seattle,10.7°C / 51.3°F,7 mph,70%
Seminole,30.1°C / 86.1°F,9 mph,69%
Severna,23.7°C / 74.7°F,2 mph,90%
Silverdale,10.7°C / 51.3°F,5 mph,69%
South,18.1°C / 64.6°F,17 mph,58%
South,15.9°C / 60.7°F,3 mph,88%
Stamford,21.2°C / 70.1°F,7 mph,89%
Staten,21.5°C / 70.7°F,3 mph,81%
Stuart,28.3°C / 83°F,8 mph,81%
Tacoma,10.8°C / 51.5°F,7 mph,83%
Tampa,30.9°C / 87.7°F,10 mph,80%
Tarpon,30.2°C / 86.3°F,6 mph,78%
Titusville,28.4°C / 83.1°F,8 mph,79%
Toledo,22.3°C / 72.2°F,0 mph,95%
Tonawanda,19.6°C / 67.3°F,7 mph,90%
Trenton,22.4°C / 72.4°F,3 mph,91%
Venice,30.2°C / 86.3°F,11 mph,77%
Ventura,17.3°C / 63.1°F,5 mph,60%
Virginia,23.7°C / 74.7°F,7 mph,96%
Waipahu,26°C / 78.8°F,17 mph,65%
Warwick,20.3°C / 68.6°F,8 mph,70%
West,29.1°C / 84.3°F,10 mph,76%
West,19.9°C / 67.9°F,6 mph,86%
Willoughby,20.3°C / 68.6°F,6 mph,93%
Wilmington,27.2°C / 81°F,0 mph,89%
Winthrop,17.9°C / 64.2°F,15 mph,57%
Buenos,12.3°C / 54.2°F,11 mph,69%
Caleta,8.8°C / 47.9°F,21 mph,54%
Camarones,9.4°C / 49°F,27 mph,63%
Comodoro,8.9°C / 48.1°F,22 mph,61%
Mar,11.6°C / 52.9°F,21 mph,41%
Puerto,11.7°C / 53°F,13 mph,57%
Quilmes,12.3°C / 54.2°F,11 mph,64%
Retiro,12.4°C / 54.3°F,11 mph,69%
Río,5.9°C / 42.6°F,10 mph,93%
San,12°C / 53.6°F,18 mph,61%
Tigre,12.5°C / 54.5°F,11 mph,72%
Alcântara,28.8°C / 83.8°F,6 mph,87%
Ananindeua,29.5°C / 85.1°F,7 mph,79%
Angra,21.5°C / 70.7°F,2 mph,37%
Antonina,19.1°C / 66.3°F,1 mph,91%
Aracaju,26.5°C / 79.7°F,15 mph,83%
Areia,27.8°C / 82°F,21 mph,73%
Armação,17.8°C / 64°F,5 mph,82%
Armação,21.9°C / 71.5°F,1 mph,91%
Arraial,21.9°C / 71.4°F,13 mph,91%
Augusto,29.1°C / 84.4°F,6 mph,82%
Balneário,18.2°C / 64.7°F,9 mph,77%
Barcarena,29.3°C / 84.7°F,10 mph,89%
Barra,26.9°C / 80.4°F,8 mph,82%
Barra,26.5°C / 79.7°F,15 mph,83%
Barra,18.3°C / 64.9°F,5 mph,78%
Belém,29.4°C / 84.9°F,5 mph,94%
Belmonte,25.6°C / 78.1°F,8 mph,89%
Bertioga,21.2°C / 70.1°F,8 mph,91%
Biguaçu,18.1°C / 64.6°F,1 mph,81%
Cabedelo,27.5°C / 81.5°F,16 mph,76%
Cabo,21.9°C / 71.5°F,11 mph,57%
Cametá,28.1°C / 82.6°F,5 mph,83%
Camocim,28.4°C / 83.1°F,17 mph,73%
Campinas,17.9°C / 64.2°F,5 mph,81%
Cananéia,20.1°C / 68.2°F,5 mph,87%
Canavieiras,25.8°C / 78.4°F,9 mph,89%
Capão,16.5°C / 61.7°F,3 mph,81%
Caraguatatuba,21.1°C / 70°F,4 mph,97%
Caucaia,27.9°C / 82.2°F,12 mph,74%
Conceição,24.2°C / 75.5°F,7 mph,87%
Costeira,17.7°C / 63.9°F,5 mph,81%
Disney,23.2°C / 73.7°F,12 mph,87%
Duque,21.8°C / 71.2°F,14 mph,73%
Fernando,28.3°C / 82.9°F,13 mph,83%
Florianópolis,17.8°C / 64°F,5 mph,81%
Fortaleza,27.9°C / 82.2°F,18 mph,78%
Freguesia,17.7°C / 63.9°F,5 mph,82%
Guaíba,15.7°C / 60.3°F,2 mph,89%
Guarapari,22.7°C / 72.9°F,14 mph,80%
Guaratuba,19.1°C / 66.3°F,3 mph,82%
Guarujá,20.9°C / 69.7°F,10 mph,91%
Iguape,20°C / 68°F,8 mph,84%
Ilhabela,21.1°C / 69.9°F,13 mph,67%
Ilhéus,26°C / 78.8°F,7 mph,100%
Imbituba,17.8°C / 64.1°F,3 mph,87%
Itacaré,26.2°C / 79.1°F,6 mph,87%
Itajaí,18.1°C / 64.6°F,9 mph,77%
Itamaracá,27.4°C / 81.3°F,12 mph,79%
Itanhaém,20.6°C / 69°F,8 mph,92%
Itapema,18.1°C / 64.6°F,5 mph,76%
Itapissuma,27.3°C / 81.2°F,8 mph,83%
Jaboatão,27.2°C / 80.9°F,11 mph,73%
João,27.4°C / 81.4°F,2 mph,94%
Joinville,18.4°C / 65.2°F,2 mph,94%
Laguna,17.7°C / 63.9°F,6 mph,74%
Limoeiro,28.3°C / 83°F,8 mph,82%
Luís,28.4°C / 83.1°F,11 mph,80%
Macaé,22°C / 71.6°F,2 mph,100%
Macapá,27.7°C / 81.9°F,6 mph,79%
Macau,27.7°C / 81.9°F,17 mph,79%
Maceió,26.9°C / 80.4°F,10 mph,73%
Madre,26.6°C / 79.8°F,3 mph,90%
Mangaratiba,21.7°C / 71°F,12 mph,91%
Maragogi,27°C / 80.6°F,8 mph,82%
Marapanim,29.2°C / 84.6°F,6 mph,91%
Marataizes,22.4°C / 72.4°F,12 mph,79%
Marechal,26.8°C / 80.3°F,4 mph,84%
Mucuri,24.2°C / 75.5°F,7 mph,88%
Natal,27.4°C / 81.3°F,6 mph,100%
Navegantes,18.1°C / 64.6°F,9 mph,77%
Niterói,21.8°C / 71.3°F,14 mph,73%
Nova,24.2°C / 75.6°F,8 mph,87%
Oeiras,27.2°C / 81°F,2 mph,83%
Olinda,27.2°C / 81°F,11 mph,73%
Palhoça,17.8°C / 64°F,5 mph,81%
Pantano,17.9°C / 64.2°F,5 mph,82%
Paracuru,28.1°C / 82.5°F,13 mph,79%
Paranaguá,19.2°C / 66.5°F,3 mph,92%
Parati,21.6°C / 70.9°F,4 mph,95%
Paulista,27.2°C / 81°F,9 mph,83%
Penha,18.2°C / 64.7°F,9 mph,77%
Peruíbe,20.5°C / 68.9°F,4 mph,86%
Pitimbu,27.5°C / 81.5°F,13 mph,77%
Piúma,22.5°C / 72.5°F,9 mph,73%
Porto,15.8°C / 60.4°F,2 mph,78%
Porto,17.9°C / 64.3°F,4 mph,89%
Porto,25.4°C / 77.8°F,2 mph,100%
Praia,20.9°C / 69.6°F,7 mph,91%
Recife,27.2°C / 81°F,11 mph,78%
Rio,21.9°C / 71.5°F,4 mph,83%
Rio,21.8°C / 71.3°F,8 mph,58%
Rio,13.3°C / 55.9°F,7 mph,81%
Saco,17.8°C / 64°F,5 mph,81%
Salinópolis,29.1°C / 84.3°F,13 mph,81%
Salvador,26.4°C / 79.5°F,18 mph,70%
Santa,25.4°C / 77.8°F,2 mph,100%
Santana,26.3°C / 79.4°F,5 mph,85%
Santos,20.9°C / 69.7°F,9 mph,89%
São,29.3°C / 84.8°F,6 mph,84%
São,26.6°C / 79.8°F,2 mph,94%
São,18.5°C / 65.3°F,8 mph,77%
São,29.2°C / 84.6°F,6 mph,84%
São,27.1°C / 80.7°F,10 mph,78%
São,29.2°C / 84.5°F,3 mph,94%
São,28.8°C / 83.8°F,3 mph,94%
São,21.1°C / 69.9°F,7 mph,94%
São,20.8°C / 69.5°F,8 mph,93%
Soure,29.3°C / 84.8°F,14 mph,78%
Tapera,17.6°C / 63.7°F,5 mph,82%
Tapes,15.2°C / 59.4°F,4 mph,82%
Tijucas,18°C / 64.4°F,4 mph,89%
Touros,27.4°C / 81.3°F,12 mph,79%
Tramandaí,16.5°C / 61.7°F,9 mph,75%
Trindade,17.8°C / 64°F,5 mph,81%
Tutóia,28.4°C / 83.1°F,10 mph,85%
Ubatuba,21.4°C / 70.6°F,5 mph,96%
Vigia,29.4°C / 84.9°F,7 mph,83%
Vila,23.2°C / 73.7°F,12 mph,87%
Vitória,23.1°C / 73.5°F,12 mph,87%
Ancud,9.8°C / 49.6°F,16 mph,88%
Antofagasta,15.3°C / 59.6°F,5 mph,77%
Arauco,11.6°C / 52.9°F,5 mph,86%
Arica,17.4°C / 63.3°F,3 mph,76%
Calbuco,9.7°C / 49.5°F,8 mph,72%
Concepción,11.7°C / 53.1°F,22 mph,97%
Constitución,13.1°C / 55.6°F,7 mph,90%
Coquimbo,12.9°C / 55.3°F,7 mph,81%
Corral,10.6°C / 51.1°F,10 mph,84%
Hanga,21.7°C / 71.1°F,8 mph,62%
Iquique,16.6°C / 61.8°F,4 mph,55%
La,12.9°C / 55.3°F,7 mph,81%
Lota,11.8°C / 53.3°F,8 mph,86%
Pichilemu,13.1°C / 55.5°F,2 mph,63%
Puerto,7.4°C / 45.3°F,4 mph,98%
Puerto,8.1°C / 46.5°F,5 mph,90%
Puerto,9.6°C / 49.3°F,10 mph,87%
Punta,6.3°C / 43.3°F,20 mph,74%
Talcahuano,11.8°C / 53.3°F,3 mph,93%
Taltal,14.6°C / 58.3°F,3 mph,72%
Tocopilla,16.2°C / 61.2°F,5 mph,69%
Valparaíso,13.2°C / 55.8°F,10 mph,58%
Viña,13.2°C / 55.7°F,5 mph,67%
Acandí,28.8°C / 83.8°F,3 mph,93%
Arboletes,29°C / 84.2°F,7 mph,82%
Barranquilla,28.4°C / 83.1°F,7 mph,89%
Buenaventura,27.8°C / 82.1°F,1 mph,97%
Cartagena,28.9°C / 84.1°F,8 mph,89%
El,27.8°C / 82°F,2 mph,97%
Juradó,27.7°C / 81.9°F,2 mph,87%
Manaure,27°C / 80.6°F,24 mph,59%
Mosquera,27.7°C / 81.8°F,5 mph,91%
Mountain,28.2°C / 82.7°F,21 mph,81%
Necoclí,28.8°C / 83.9°F,6 mph,89%
Nuquí,27.7°C / 81.8°F,7 mph,89%
Pizarro,28°C / 82.4°F,7 mph,82%
Puebloviejo,28.2°C / 82.8°F,6 mph,74%
Puerto,28.4°C / 83.2°F,23 mph,85%
San,28.1°C / 82.5°F,13 mph,89%
Santa,27.9°C / 82.2°F,6 mph,74%
Turbo,28.8°C / 83.9°F,6 mph,90%
Bahía,26.1°C / 78.9°F,6 mph,86%
Durán,23.9°C / 75.1°F,14 mph,73%
Guayaquil,23.8°C / 74.9°F,6 mph,69%
Machala,24°C / 75.2°F,3 mph,87%
Manta,25.3°C / 77.5°F,9 mph,83%
Muisne,26.7°C / 80°F,8 mph,90%
Playas,23.7°C / 74.6°F,12 mph,86%
Puerto,21.6°C / 70.8°F,5 mph,89%
Puerto,21.2°C / 70.2°F,12 mph,78%
San,21.7°C / 71°F,14 mph,78%
Valdez,27.5°C / 81.5°F,7 mph,87%
Stanley,5.4°C / 41.8°F,11 mph,87%
Cayenne,29.2°C / 84.6°F,1 mph,1%
Kourou,28.6°C / 83.5°F,5 mph,70%
Macouria,29.4°C / 84.9°F,0 mph,89%
Mana,28.2°C / 82.8°F,8 mph,82%
Rémire-Montjoly,29.2°C / 84.6°F,1 mph,1%
Georgetown,28.3°C / 83°F,6 mph,87%
New,28.8°C / 83.9°F,4 mph,89%
Rosignol,28.8°C / 83.9°F,7 mph,86%
Skeldon,28.4°C / 83.2°F,6 mph,82%
Caleta,16.8°C / 62.3°F,8 mph,84%
Callao,16.7°C / 62°F,8 mph,72%
Cancas,22.1°C / 71.7°F,7 mph,78%
Chala,15.3°C / 59.5°F,12 mph,82%
Chancay,16.8°C / 62.3°F,7 mph,86%
Chimbote,17.1°C / 62.8°F,11 mph,86%
Chincha,16.3°C / 61.4°F,5 mph,63%
Coishco,17.2°C / 62.9°F,10 mph,87%
Huanchaco,16.4°C / 61.5°F,9 mph,82%
Huaura,16.8°C / 62.3°F,8 mph,84%
Ilo,17.2°C / 62.9°F,4 mph,85%
La,17.2°C / 62.9°F,10 mph,86%
Lima,16.6°C / 61.9°F,13 mph,84%
Lobitos,19.2°C / 66.5°F,16 mph,88%
Lomas,15.4°C / 59.8°F,17 mph,80%
Los,20.9°C / 69.7°F,12 mph,79%
Máncora,21.2°C / 70.1°F,7 mph,75%
Mollendo,16.8°C / 62.2°F,8 mph,73%
Negritos,18.2°C / 64.8°F,14 mph,89%
Pacasmayo,16.1°C / 60.9°F,12 mph,86%
Paita,17.2°C / 63°F,15 mph,82%
Paracas,15.9°C / 60.7°F,11 mph,84%
Pimentel,16.2°C / 61.1°F,13 mph,83%
Pucusana,16.6°C / 61.9°F,9 mph,87%
Pueblo,17.2°C / 62.9°F,6 mph,86%
Puerto,17.1°C / 62.8°F,10 mph,87%
Puerto,17.1°C / 62.7°F,9 mph,83%
Punta,16.6°C / 61.8°F,5 mph,87%
Quilca,16.4°C / 61.5°F,5 mph,83%
Salinera,17.3°C / 63.1°F,13 mph,81%
Samanco,17.2°C / 62.9°F,11 mph,88%
San,16.6°C / 61.8°F,6 mph,87%
San,16.6°C / 61.9°F,13 mph,77%
San,15.4°C / 59.7°F,21 mph,80%
Surco,16.6°C / 61.9°F,11 mph,84%
Talara,18.6°C / 65.5°F,16 mph,88%
Trujillo,16.4°C / 61.5°F,9 mph,82%
Tumbes,23.5°C / 74.3°F,5 mph,88%
Végueta,16.8°C / 62.3°F,6 mph,83%
Zorritos,23.2°C / 73.7°F,7 mph,80%
Nieuw,28.4°C / 83.1°F,8 mph,72%
Paramaribo,28.7°C / 83.6°F,9 mph,89%
Colonia,12.1°C / 53.7°F,20 mph,70%
Juan,11.4°C / 52.6°F,14 mph,70%
La,11.1°C / 52°F,12 mph,77%
Montevideo,10.7°C / 51.2°F,8 mph,66%
Piriápolis,11.2°C / 52.2°F,9 mph,75%
Punta,11.6°C / 52.8°F,9 mph,71%
Santiago,10.6°C / 51°F,13 mph,73%
Araya,26.2°C / 79.1°F,19 mph,86%
Barcelona,26.4°C / 79.5°F,9 mph,82%
Boca,26.2°C / 79.2°F,17 mph,82%
Cabimas,31.3°C / 88.4°F,8 mph,63%
Carúpano,27°C / 80.6°F,9 mph,90%
Catia,26.2°C / 79.2°F,2 mph,94%
Chichiriviche,27°C / 80.6°F,15 mph,88%
Cumaná,26.5°C / 79.7°F,14 mph,87%
El,28.7°C / 83.7°F,28 mph,84%
Irapa,27.6°C / 81.7°F,13 mph,88%
Juan,26.2°C / 79.2°F,18 mph,84%
La,26.3°C / 79.3°F,2 mph,94%
La,26.9°C / 80.4°F,19 mph,85%
Lecherías,26.4°C / 79.5°F,11 mph,90%
Maiquetía,26.3°C / 79.3°F,2 mph,94%
Maracaibo,31.1°C / 88°F,15 mph,76%
Marigüitar,26.8°C / 80.3°F,7 mph,92%
Pampatar,26.3°C / 79.3°F,22 mph,86%
Pedernales,28.2°C / 82.7°F,14 mph,85%
Puerto,27.1°C / 80.8°F,11 mph,85%
Puerto,26.3°C / 79.4°F,9 mph,91%
Punta,26.6°C / 79.9°F,31 mph,82%
Punta,26.2°C / 79.1°F,19 mph,83%
Punto,26.6°C / 79.9°F,31 mph,82%
Río,27.1°C / 80.8°F,8 mph,93%
San,26.8°C / 80.2°F,6 mph,93%
Santa,26.7°C / 80.1°F,31 mph,82%
Tía,31.7°C / 89°F,12 mph,77%
Tucacas,27°C / 80.6°F,14 mph,90%
